form,filing_date,report_date,items,accession_number,primary_doc_url,filing_index_url
6-K,2023-09-21,2023-08-21,,0001654954-23-012101,https://www.sec.gov/Archives/edgar/data/1131399/000165495423012101/a2643n.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495423012101/
6-K,2023-09-19,2023-09-19,,0001654954-23-011985,https://www.sec.gov/Archives/edgar/data/1131399/000165495423011985/a8334m.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495423011985/
6-K,2023-09-18,2023-09-18,,0001654954-23-011958,https://www.sec.gov/Archives/edgar/data/1131399/000165495423011958/a7255m.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495423011958/
6-K,2023-09-13,2023-09-13,,0001654954-23-011800,https://www.sec.gov/Archives/edgar/data/1131399/000165495423011800/a3518m.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495423011800/
6-K,2023-09-11,2023-09-11,,0001654954-23-011714,https://www.sec.gov/Archives/edgar/data/1131399/000165495423011714/a0591m.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495423011714/
6-K,2023-09-11,2023-09-11,,0001654954-23-011710,https://www.sec.gov/Archives/edgar/data/1131399/000165495423011710/a9383l.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495423011710/
6-K,2023-09-06,2023-09-06,,0001654954-23-011579,https://www.sec.gov/Archives/edgar/data/1131399/000165495423011579/a6072l.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495423011579/
6-K,2023-09-01,2023-09-01,,0001654954-23-011458,https://www.sec.gov/Archives/edgar/data/1131399/000165495423011458/a1261l.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495423011458/
6-K,2023-09-01,2023-09-01,,0001654954-23-011442,https://www.sec.gov/Archives/edgar/data/1131399/000165495423011442/a0257l.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495423011442/
6-K,2023-08-31,2023-08-31,,0001654954-23-011418,https://www.sec.gov/Archives/edgar/data/1131399/000165495423011418/a0033l.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495423011418/
